Age,City/PIN,IncomeBracket,HouseholdSize,OrderFreq,TypicalSpend,PrimaryMotivation,DietPattern,Allergies,NutritionImportance,BasketCombineInterest,HotSyncValue,PreferredDeliveryTier,ExtraFeeExpress,EcoSaverLikelihood_GreenCoins,LowCarbonPackagingImportance,ReturnPouch,BundleDealInterest,PreferredIncentives,AccessibilityFeatures,PainPoints,AdoptionLikelihood_30d
30,Chennai,<25k,3,1-3/mo,123,Time constraints,Vegan,None,4,4,3,Eco-Saver,0,5,2,Yes,3,"Streak cashback,Targeted discounts,Carbon-offset badges","Voice-first ordering,Larger text/UI","Sustainability concerns,Limited healthy options,Late deliveries",4
34,Chennai,50-75k,2,1-3/mo,132,Variety,None,Gluten,3,4,3,Eco-Saver,0,2,3,Yes,3,Surprise free items,"Color-blind palette,Voice-first ordering",Cold food,4
35,Kolkata,>100k,2,<1/mo,256,Time constraints,Gluten-free,None,5,5,3,Eco-Saver,0,3,4,Yes,2,Carbon-offset badges,"Courier empathy rating,Color-blind palette",None,5
21,Delhi,50-75k,2,<1/mo,193,Variety,Vegetarian,None,4,3,3,Express Fresh,59,3,4,Yes,3,"Surprise free items,Targeted discounts","Color-blind palette,Voice-first ordering",Sustainability concerns,3
18,Kolkata,>100k,2,<1/mo,286,Time constraints,Keto,"Shellfish,Dairy",4,2,3,Express Fresh,112,3,5,Yes,3,"Carbon-offset badges,Streak cashback,Surprise free items","Larger text/UI,Voice-first ordering","Sustainability concerns,Late deliveries,Limited healthy options",4
25,Kolkata,<25k,3,1-3/mo,283,Time constraints,None,None,2,4,4,Eco-Saver,0,3,4,Yes,4,None of these,Voice-first ordering,Cold food,4
33,Mumbai,>100k,3,1-2/wk,324,Other,Other,"Shellfish,Gluten",3,3,3,Express Fresh,131,3,5,Yes,3,"Streak cashback,Surprise free items",Voice-first ordering,"Limited healthy options,Cold food",4
31,Hyderabad,25-50k,5,>5/wk,64,Other,Keto,None,2,4,4,Eco-Saver,0,3,3,Yes,4,"Surprise free items,Carbon-offset badges,Targeted discounts","Larger text/UI,Courier empathy rating","High fees,Cold food",2
18,Pune,25-50k,2,>5/wk,146,Other,Calorie-controlled,Peanuts,5,3,1,Express Fresh,70,2,3,Yes,3,Surprise free items,Courier empathy rating,Late deliveries,3
36,Delhi,25-50k,3,<1/mo,92,Convenience,Calorie-controlled,None,3,4,4,Depends,0,4,5,Yes,4,"Surprise free items,Targeted discounts",None,"Cold food,Late deliveries,High fees",4
25,Mumbai,50-75k,2,1-3/mo,182,Time constraints,Calorie-controlled,None,4,4,3,Eco-Saver,0,4,3,Yes,2,None of these,"Color-blind palette,Voice-first ordering","Sustainability concerns,Late deliveries,Confusing UI",4
32,Ahmedabad,<25k,5,>5/wk,191,Variety,None,None,4,3,4,Eco-Saver,0,3,4,Yes,3,Carbon-offset badges,"Courier empathy rating,Color-blind palette",Limited healthy options,3
41,Pune,<25k,4,1-3/mo,72,Variety,None,"Dairy,Soy",3,5,3,Eco-Saver,0,2,3,Yes,5,"Carbon-offset badges,Streak cashback","Color-blind palette,Courier empathy rating","Limited healthy options,Late deliveries",3
31,Pune,50-75k,3,<1/mo,356,Other,None,None,3,3,5,Eco-Saver,0,4,3,Yes,2,Carbon-offset badges,"Larger text/UI,Voice-first ordering","Limited healthy options,Late deliveries,Confusing UI",2
32,Kolkata,25-50k,6,1-3/mo,93,Variety,Gluten-free,None,5,3,5,Eco-Saver,0,3,4,Yes,2,"Surprise free items,Targeted discounts",Color-blind palette,High fees,4
33,Mumbai,<25k,2,3-5/wk,198,Health meals,None,None,4,3,4,Express Fresh,39,2,3,Yes,4,Targeted discounts,Voice-first ordering,"High fees,Cold food",2
37,Pune,50-75k,1,1-3/mo,204,Other,Vegan,None,3,5,4,Depends,0,3,3,No,4,"Carbon-offset badges,Targeted discounts",None,None,5
36,Jaipur,50-75k,4,3-5/wk,164,Time constraints,None,None,3,4,2,Express Fresh,96,2,4,Yes,3,"Targeted discounts,Surprise free items",Voice-first ordering,None,5
20,Hyderabad,25-50k,6,<1/mo,219,Convenience,Calorie-controlled,None,3,5,5,Eco-Saver,0,4,3,Yes,3,"Surprise free items,Carbon-offset badges",None,"Confusing UI,Limited healthy options",4
18,Ahmedabad,>100k,5,1-2/wk,177,Health meals,Vegetarian,Peanuts,5,2,3,Eco-Saver,0,1,3,Yes,5,Carbon-offset badges,"Larger text/UI,Color-blind palette","Limited healthy options,Cold food",3
19,Mumbai,<25k,6,1-3/mo,104,Time constraints,High-protein,Peanuts,3,3,5,Eco-Saver,0,3,5,Yes,3,Targeted discounts,None,High fees,4
18,Bengaluru,<25k,1,1-3/mo,81,Variety,None,None,3,3,4,Express Fresh,21,4,4,Yes,4,"Streak cashback,Targeted discounts",None,"Limited healthy options,Confusing UI",3
31,Hyderabad,>100k,5,1-3/mo,153,Health meals,High-protein,None,4,5,5,Depends,0,4,4,Yes,1,Surprise free items,Color-blind palette,"High fees,Cold food,Late deliveries",5
19,Bengaluru,25-50k,1,1-2/wk,259,Variety,Calorie-controlled,None,3,5,2,Express Fresh,57,2,3,Yes,2,"Targeted discounts,Streak cashback,Surprise free items",Larger text/UI,"Late deliveries,High fees",2
28,Kolkata,50-75k,4,1-2/wk,205,Health meals,Gluten-free,"Peanuts,Soy",5,3,4,Express Fresh,46,2,3,Yes,5,"Targeted discounts,Streak cashback,Surprise free items",Larger text/UI,"Late deliveries,Sustainability concerns",4
29,Chennai,75-100k,1,<1/mo,175,Convenience,Calorie-controlled,"Dairy,Shellfish",1,5,3,Depends,0,3,5,Yes,2,"Surprise free items,Targeted discounts,Streak cashback",None,None,5
29,Ahmedabad,50-75k,2,3-5/wk,211,Variety,High-protein,None,4,2,3,Depends,0,5,4,Yes,3,Targeted discounts,Color-blind palette,"Limited healthy options,Sustainability concerns",3
30,Chennai,25-50k,1,3-5/wk,213,Variety,None,"Soy,Gluten",1,5,3,Express Fresh,25,5,3,No,5,Targeted discounts,None,"Sustainability concerns,Confusing UI",2
20,Jaipur,<25k,5,1-3/mo,118,Health meals,None,"Soy,Dairy",4,3,3,Depends,0,5,3,No,3,Surprise free items,Courier empathy rating,None,3
42,Bengaluru,25-50k,4,>5/wk,211,Health meals,None,None,4,5,4,Express Fresh,125,3,3,Yes,2,"Surprise free items,Targeted discounts",None,Limited healthy options,4
18,Kolkata,75-100k,3,1-2/wk,244,Convenience,Calorie-controlled,None,4,3,1,Eco-Saver,0,4,5,Yes,1,Targeted discounts,"Color-blind palette,Larger text/UI","Limited healthy options,High fees,Cold food",4
18,Pune,75-100k,2,1-3/mo,206,Convenience,Calorie-controlled,None,2,5,4,Express Fresh,87,4,2,Yes,2,Surprise free items,None,"Confusing UI,Late deliveries,Cold food",3
26,Mumbai,75-100k,5,1-2/wk,220,Variety,High-protein,None,3,3,4,Express Fresh,116,2,5,Yes,4,"Targeted discounts,Carbon-offset badges,Streak cashback",Courier empathy rating,Confusing UI,2
33,Kolkata,50-75k,3,1-2/wk,103,Other,Vegetarian,None,3,2,4,Eco-Saver,0,3,4,No,1,Streak cashback,"Voice-first ordering,Larger text/UI","Confusing UI,Limited healthy options,Sustainability concerns",3
29,Mumbai,<25k,6,<1/mo,93,Variety,None,None,2,3,4,Express Fresh,14,5,3,Yes,4,Streak cashback,None,"Limited healthy options,High fees,Late deliveries",2
37,Bengaluru,50-75k,2,1-3/mo,90,Other,Vegetarian,"Soy,Peanuts",4,1,5,Eco-Saver,0,5,3,Yes,2,"Streak cashback,Targeted discounts","Courier empathy rating,Voice-first ordering","Cold food,Sustainability concerns,Confusing UI",2
30,Bengaluru,>100k,3,3-5/wk,141,Variety,None,None,3,4,4,Express Fresh,97,4,4,Yes,3,Streak cashback,"Voice-first ordering,Larger text/UI","Late deliveries,Limited healthy options,Cold food",3
28,Mumbai,<25k,2,1-3/mo,112,Other,None,None,3,2,2,Eco-Saver,0,3,4,Yes,4,"Streak cashback,Surprise free items",None,"High fees,Sustainability concerns",3
22,Lucknow,<25k,4,1-3/mo,110,Other,None,None,2,5,1,Depends,0,5,5,Yes,3,Targeted discounts,Voice-first ordering,"Limited healthy options,Confusing UI",3
38,Hyderabad,<25k,4,3-5/wk,177,Variety,Calorie-controlled,"Soy,Gluten",3,3,3,Express Fresh,47,4,3,Yes,4,"Surprise free items,Carbon-offset badges,Streak cashback",Voice-first ordering,Sustainability concerns,1
33,Pune,<25k,1,1-3/mo,107,Variety,None,None,4,3,3,Eco-Saver,0,2,5,No,3,Carbon-offset badges,None,"Late deliveries,Limited healthy options",5
35,Chennai,75-100k,2,3-5/wk,157,Other,None,None,4,5,3,Express Fresh,86,3,3,Yes,3,"Streak cashback,Targeted discounts,Surprise free items","Voice-first ordering,Color-blind palette","Late deliveries,High fees,Confusing UI",4
24,Mumbai,<25k,3,<1/mo,104,Convenience,High-protein,Soy,4,4,4,Depends,0,4,5,No,2,"Surprise free items,Streak cashback","Courier empathy rating,Color-blind palette",Confusing UI,4
35,Bengaluru,<25k,3,1-3/mo,97,Other,Calorie-controlled,Soy,3,3,2,Express Fresh,74,1,4,Yes,2,"Targeted discounts,Carbon-offset badges",Color-blind palette,"Limited healthy options,Cold food",3
29,Bengaluru,50-75k,7,1-2/wk,377,Time constraints,High-protein,None,2,3,5,Depends,0,2,4,Yes,4,Carbon-offset badges,Voice-first ordering,Limited healthy options,2
26,Chennai,<25k,1,3-5/wk,114,Other,Vegetarian,None,5,3,5,Depends,0,5,3,No,2,None of these,None,"High fees,Cold food",4
18,Lucknow,25-50k,5,1-2/wk,728,Health meals,Calorie-controlled,None,5,4,4,Express Fresh,63,5,5,Yes,3,"Targeted discounts,Surprise free items",Courier empathy rating,High fees,5
28,Kolkata,25-50k,3,1-2/wk,144,Other,Calorie-controlled,"Gluten,Peanuts",3,3,4,Depends,0,3,4,Yes,3,Surprise free items,Color-blind palette,"High fees,Sustainability concerns,Limited healthy options",4
36,Ahmedabad,<25k,3,3-5/wk,201,Variety,None,None,3,3,4,Eco-Saver,0,4,3,Yes,2,"Targeted discounts,Carbon-offset badges",Larger text/UI,"High fees,Limited healthy options,Sustainability concerns",2
24,Pune,75-100k,4,1-2/wk,205,Variety,None,None,2,3,4,Express Fresh,114,4,2,No,4,Surprise free items,"Courier empathy rating,Color-blind palette","Sustainability concerns,Late deliveries",1
18,Ahmedabad,25-50k,6,1-3/mo,216,Variety,Vegan,None,2,3,5,Eco-Saver,0,3,4,Yes,4,None of these,"Larger text/UI,Courier empathy rating","Cold food,Limited healthy options,Confusing UI",4
18,Mumbai,50-75k,3,<1/mo,137,Other,Other,"Shellfish,Gluten",5,4,2,Eco-Saver,0,3,3,Yes,4,"Targeted discounts,Surprise free items,Carbon-offset badges","Voice-first ordering,Larger text/UI",Sustainability concerns,5
30,Pune,25-50k,3,<1/mo,154,Convenience,None,None,4,3,4,Eco-Saver,0,4,3,Yes,4,"Carbon-offset badges,Targeted discounts",Voice-first ordering,None,5
72,Lucknow,<25k,1,3-5/wk,138,Time constraints,None,None,3,3,2,Express Fresh,90,4,3,Yes,3,"Streak cashback,Targeted discounts","Larger text/UI,Voice-first ordering","Cold food,Late deliveries",1
32,Lucknow,25-50k,5,1-3/mo,104,Convenience,None,None,2,4,4,Express Fresh,105,4,3,Yes,3,"Carbon-offset badges,Targeted discounts,Streak cashback","Larger text/UI,Courier empathy rating",High fees,2
24,Ahmedabad,50-75k,1,1-2/wk,209,Convenience,Vegetarian,None,5,4,4,Depends,0,3,3,Yes,4,Carbon-offset badges,None,"Confusing UI,Limited healthy options,Late deliveries",4
24,Mumbai,<25k,1,3-5/wk,122,Other,Vegan,None,5,2,1,Express Fresh,39,3,5,Yes,4,Targeted discounts,None,"Cold food,High fees,Limited healthy options",4
23,Delhi,75-100k,5,1-2/wk,134,Convenience,None,None,1,5,4,Express Fresh,135,4,4,Yes,4,"Carbon-offset badges,Targeted discounts,Streak cashback",None,Confusing UI,5
20,Kolkata,25-50k,1,<1/mo,139,Time constraints,Vegetarian,"Shellfish,Gluten",5,4,4,Express Fresh,77,2,4,Yes,2,"Surprise free items,Targeted discounts","Color-blind palette,Courier empathy rating",Sustainability concerns,5
29,Mumbai,25-50k,5,1-2/wk,149,Variety,Other,None,4,3,4,Eco-Saver,0,3,4,Yes,3,"Targeted discounts,Streak cashback",None,None,5
23,Jaipur,25-50k,5,<1/mo,227,Variety,None,"Peanuts,Soy",4,3,5,Eco-Saver,0,2,3,Yes,2,"Targeted discounts,Carbon-offset badges",None,Confusing UI,4
42,Pune,50-75k,2,1-2/wk,323,Other,Keto,"Dairy,Shellfish",5,2,1,Depends,0,4,3,Yes,5,Streak cashback,Larger text/UI,High fees,4
30,Jaipur,75-100k,2,1-3/mo,185,Time constraints,Vegetarian,None,1,4,4,Eco-Saver,0,3,3,Yes,2,"Carbon-offset badges,Surprise free items","Voice-first ordering,Color-blind palette",Late deliveries,2
26,Chennai,25-50k,6,1-3/mo,198,Variety,Vegetarian,None,4,3,3,Eco-Saver,0,3,3,Yes,4,"Carbon-offset badges,Targeted discounts",Larger text/UI,Confusing UI,4
22,Jaipur,<25k,4,<1/mo,110,Other,Other,None,3,5,4,Express Fresh,62,4,4,Yes,2,None of these,None,Late deliveries,5
20,Bengaluru,50-75k,5,1-3/mo,411,Convenience,Gluten-free,"Dairy,Gluten",4,4,4,Depends,0,3,3,Yes,3,Surprise free items,"Color-blind palette,Larger text/UI",Limited healthy options,5
29,Pune,50-75k,3,1-3/mo,143,Variety,Calorie-controlled,"Gluten,Soy",4,2,5,Eco-Saver,0,1,4,Yes,2,"Surprise free items,Targeted discounts,Streak cashback","Color-blind palette,Courier empathy rating","Confusing UI,Sustainability concerns",3
38,Lucknow,50-75k,4,3-5/wk,242,Other,Vegetarian,None,4,3,2,Eco-Saver,0,3,2,Yes,4,"Carbon-offset badges,Surprise free items,Targeted discounts","Voice-first ordering,Color-blind palette","Sustainability concerns,High fees,Confusing UI",2
18,Jaipur,<25k,3,<1/mo,181,Other,High-protein,None,3,4,4,Eco-Saver,0,2,4,Yes,3,"Surprise free items,Carbon-offset badges,Targeted discounts",None,Limited healthy options,5
42,Lucknow,50-75k,2,1-3/mo,118,Other,None,None,1,3,3,Express Fresh,83,4,3,Yes,3,"Targeted discounts,Streak cashback",None,None,3
26,Jaipur,25-50k,8,1-3/mo,95,Health meals,High-protein,None,2,3,4,Depends,0,3,4,Yes,2,"Surprise free items,Carbon-offset badges,Streak cashback","Color-blind palette,Larger text/UI","Sustainability concerns,High fees,Cold food",4
22,Lucknow,25-50k,6,1-2/wk,131,Convenience,High-protein,"Dairy,Shellfish",4,3,2,Express Fresh,70,4,2,Yes,2,"Targeted discounts,Surprise free items","Courier empathy rating,Color-blind palette",None,5
27,Bengaluru,<25k,1,<1/mo,163,Time constraints,Vegetarian,None,4,3,3,Eco-Saver,0,3,3,Yes,3,Surprise free items,Larger text/UI,"Sustainability concerns,Late deliveries,Limited healthy options",4
29,Kolkata,50-75k,5,1-3/mo,149,Time constraints,None,None,3,1,5,Depends,0,2,4,Yes,4,"Surprise free items,Streak cashback","Courier empathy rating,Larger text/UI","Limited healthy options,Late deliveries,Cold food",4
30,Lucknow,>100k,4,>5/wk,264,Convenience,Vegetarian,"Gluten,Dairy",4,5,4,Eco-Saver,0,3,3,Yes,3,"Carbon-offset badges,Surprise free items",Color-blind palette,"Confusing UI,High fees",4
43,Pune,<25k,2,>5/wk,111,Time constraints,None,Dairy,2,3,4,Depends,0,3,5,Yes,4,Streak cashback,"Color-blind palette,Voice-first ordering",None,3
18,Chennai,50-75k,4,3-5/wk,113,Variety,High-protein,"Soy,Dairy",4,2,3,Eco-Saver,0,4,3,Yes,4,Surprise free items,"Larger text/UI,Color-blind palette",High fees,3
18,Chennai,75-100k,3,1-2/wk,203,Other,Vegetarian,None,3,2,4,Express Fresh,76,4,5,No,2,"Targeted discounts,Carbon-offset badges,Streak cashback",None,None,3
42,Kolkata,50-75k,6,1-3/mo,91,Time constraints,None,"Dairy,Gluten",3,2,5,Express Fresh,55,3,3,Yes,3,Carbon-offset badges,Color-blind palette,"High fees,Sustainability concerns,Confusing UI",2
31,Kolkata,25-50k,2,3-5/wk,181,Other,None,None,4,3,4,Express Fresh,100,3,5,Yes,3,Carbon-offset badges,"Voice-first ordering,Larger text/UI","Late deliveries,Confusing UI",5
38,Hyderabad,>100k,1,1-2/wk,200,Variety,Keto,None,2,3,5,Express Fresh,65,3,2,Yes,2,"Targeted discounts,Streak cashback,Carbon-offset badges",None,"Confusing UI,Late deliveries,Limited healthy options",2
40,Mumbai,25-50k,3,<1/mo,142,Variety,High-protein,None,2,5,5,Depends,0,2,5,Yes,4,"Surprise free items,Streak cashback",None,Late deliveries,4
24,Delhi,50-75k,2,3-5/wk,196,Health meals,Vegetarian,None,3,3,4,Express Fresh,76,3,5,No,4,Streak cashback,None,"Cold food,Sustainability concerns,High fees",4
39,Jaipur,75-100k,6,<1/mo,154,Variety,None,None,3,4,5,Express Fresh,101,3,3,Yes,4,"Carbon-offset badges,Surprise free items",None,"Limited healthy options,Cold food,High fees",3
50,Pune,25-50k,2,1-2/wk,89,Convenience,Calorie-controlled,None,4,3,3,Eco-Saver,0,3,4,Yes,4,"Streak cashback,Targeted discounts,Carbon-offset badges",None,"High fees,Cold food",3
28,Bengaluru,75-100k,3,1-3/mo,329,Time constraints,Vegetarian,None,3,2,3,Express Fresh,89,3,2,No,3,"Surprise free items,Carbon-offset badges",Voice-first ordering,Late deliveries,3
21,Bengaluru,>100k,3,1-2/wk,208,Other,Vegetarian,None,3,4,3,Express Fresh,126,4,3,No,4,None of these,Courier empathy rating,"High fees,Cold food,Confusing UI",2
21,Jaipur,25-50k,5,<1/mo,95,Variety,None,"Shellfish,Dairy",4,4,5,Express Fresh,80,4,3,Yes,3,Carbon-offset badges,Voice-first ordering,"Cold food,Confusing UI,Limited healthy options",3
22,Kolkata,50-75k,3,3-5/wk,171,Other,None,None,3,2,4,Eco-Saver,0,5,5,Yes,4,"Carbon-offset badges,Streak cashback","Courier empathy rating,Larger text/UI","Limited healthy options,Late deliveries",2
34,Bengaluru,<25k,1,1-2/wk,96,Health meals,High-protein,None,3,2,3,Eco-Saver,0,4,2,Yes,2,"Targeted discounts,Surprise free items,Carbon-offset badges","Color-blind palette,Voice-first ordering",None,3
39,Ahmedabad,50-75k,4,3-5/wk,177,Other,Vegan,None,2,3,4,Eco-Saver,0,3,3,Yes,3,"Surprise free items,Carbon-offset badges,Targeted discounts",Voice-first ordering,"Sustainability concerns,Late deliveries,Cold food",2
35,Chennai,<25k,6,1-3/mo,141,Convenience,None,None,2,4,3,Eco-Saver,0,3,2,Yes,4,"Streak cashback,Surprise free items",Color-blind palette,"High fees,Cold food,Late deliveries",2
24,Mumbai,75-100k,7,1-2/wk,204,Variety,Vegetarian,None,3,3,5,Depends,0,3,4,No,3,"Carbon-offset badges,Surprise free items",Color-blind palette,"Cold food,Late deliveries",3
21,Ahmedabad,75-100k,1,3-5/wk,247,Time constraints,None,None,2,4,4,Eco-Saver,0,1,4,Yes,2,None of these,Voice-first ordering,"High fees,Sustainability concerns",3
27,Bengaluru,50-75k,3,>5/wk,231,Variety,Vegetarian,None,4,2,3,Express Fresh,92,4,3,Yes,2,"Carbon-offset badges,Surprise free items","Color-blind palette,Larger text/UI","Sustainability concerns,Cold food,High fees",3
26,Pune,50-75k,2,<1/mo,115,Other,None,"Soy,Gluten",3,3,3,Eco-Saver,0,3,3,Yes,4,"Streak cashback,Targeted discounts,Carbon-offset badges",Voice-first ordering,"Cold food,Sustainability concerns",1
31,Delhi,50-75k,6,1-2/wk,172,Convenience,None,None,4,4,4,Express Fresh,74,2,4,Yes,2,None of these,Larger text/UI,"Cold food,Late deliveries,Sustainability concerns",5
66,Mumbai,<25k,1,>5/wk,97,Other,High-protein,None,5,4,4,Express Fresh,23,3,4,Yes,3,"Targeted discounts,Streak cashback,Carbon-offset badges",Courier empathy rating,None,5
46,Chennai,25-50k,6,1-3/mo,200,Time constraints,Vegetarian,None,3,4,5,Depends,0,2,3,Yes,4,None of these,None,"Sustainability concerns,High fees,Late deliveries",2
32,Ahmedabad,50-75k,6,1-2/wk,254,Variety,None,None,3,4,4,Express Fresh,89,2,3,No,3,None of these,"Voice-first ordering,Color-blind palette","Late deliveries,Sustainability concerns",4
30,Jaipur,<25k,3,1-3/mo,83,Convenience,High-protein,Peanuts,4,4,5,Express Fresh,88,3,4,No,3,Targeted discounts,None,Limited healthy options,5
30,Jaipur,25-50k,4,>5/wk,162,Time constraints,Calorie-controlled,"Soy,Shellfish",5,3,4,Express Fresh,71,4,3,Yes,4,None of these,Voice-first ordering,"Confusing UI,High fees,Limited healthy options",2
26,Bengaluru,<25k,5,3-5/wk,106,Variety,Other,None,2,4,4,Eco-Saver,0,4,2,Yes,2,"Streak cashback,Targeted discounts",Voice-first ordering,"High fees,Limited healthy options",3
18,Kolkata,25-50k,5,1-3/mo,142,Other,Calorie-controlled,"Peanuts,Gluten",3,4,5,Eco-Saver,0,2,4,No,2,Streak cashback,Courier empathy rating,None,4
42,Kolkata,50-75k,4,1-3/mo,118,Time constraints,High-protein,None,4,3,5,Eco-Saver,0,3,3,No,3,None of these,"Voice-first ordering,Color-blind palette","Sustainability concerns,Confusing UI,Late deliveries",4
38,Chennai,25-50k,3,<1/mo,108,Health meals,None,None,3,3,4,Eco-Saver,0,2,4,Yes,3,"Surprise free items,Targeted discounts,Carbon-offset badges",None,Limited healthy options,2
28,Kolkata,25-50k,6,1-2/wk,222,Time constraints,Vegan,Dairy,3,3,5,Eco-Saver,0,3,3,Yes,3,Streak cashback,"Color-blind palette,Courier empathy rating","Cold food,High fees",2
26,Bengaluru,50-75k,6,1-2/wk,193,Other,Vegetarian,Soy,2,3,4,Eco-Saver,0,3,2,Yes,3,Surprise free items,Larger text/UI,"Late deliveries,Confusing UI,Limited healthy options",1
36,Pune,<25k,4,3-5/wk,122,Health meals,None,None,5,3,3,Eco-Saver,0,3,4,Yes,1,None of these,"Larger text/UI,Color-blind palette","Limited healthy options,High fees,Cold food",3
19,Hyderabad,75-100k,1,1-2/wk,184,Variety,Other,None,3,3,3,Depends,0,4,3,Yes,3,Targeted discounts,None,Late deliveries,3
18,Pune,<25k,2,1-3/mo,116,Convenience,Vegetarian,None,3,5,5,Depends,0,3,3,Yes,4,"Targeted discounts,Carbon-offset badges",Courier empathy rating,Cold food,4
34,Hyderabad,<25k,1,<1/mo,80,Variety,Gluten-free,None,5,3,2,Eco-Saver,0,2,4,No,3,Targeted discounts,"Voice-first ordering,Color-blind palette","Sustainability concerns,Late deliveries,High fees",5
36,Mumbai,<25k,3,1-2/wk,167,Health meals,Calorie-controlled,"Dairy,Soy",3,3,4,Eco-Saver,0,3,4,Yes,3,"Surprise free items,Streak cashback,Carbon-offset badges","Voice-first ordering,Courier empathy rating",None,4
29,Jaipur,>100k,3,3-5/wk,179,Convenience,High-protein,None,3,4,3,Eco-Saver,0,3,5,Yes,4,"Streak cashback,Targeted discounts",Color-blind palette,"High fees,Sustainability concerns",3
26,Bengaluru,75-100k,4,3-5/wk,145,Time constraints,Vegan,None,2,5,2,Express Fresh,92,4,3,Yes,3,Carbon-offset badges,Voice-first ordering,None,4
37,Hyderabad,<25k,1,3-5/wk,104,Time constraints,Calorie-controlled,None,4,4,3,Express Fresh,45,3,3,No,3,"Targeted discounts,Carbon-offset badges,Surprise free items",Larger text/UI,"Sustainability concerns,Cold food",5
18,Jaipur,50-75k,4,3-5/wk,780,Convenience,Vegetarian,"Gluten,Shellfish",3,2,4,Express Fresh,77,4,4,No,3,"Carbon-offset badges,Surprise free items",Color-blind palette,Sustainability concerns,3
18,Kolkata,75-100k,1,1-3/mo,195,Variety,None,"Peanuts,Gluten",4,2,4,Express Fresh,115,4,3,No,2,"Surprise free items,Targeted discounts",None,Late deliveries,4
21,Lucknow,25-50k,2,<1/mo,131,Health meals,None,None,3,2,4,Depends,0,3,2,Yes,1,Carbon-offset badges,None,"Limited healthy options,Sustainability concerns",2
33,Bengaluru,<25k,6,3-5/wk,126,Other,Gluten-free,"Gluten,Soy",3,2,2,Express Fresh,38,2,2,No,1,Carbon-offset badges,"Courier empathy rating,Color-blind palette","Cold food,Late deliveries",1
35,Kolkata,25-50k,4,1-2/wk,142,Convenience,None,"Dairy,Peanuts",4,5,3,Express Fresh,40,5,3,Yes,3,"Streak cashback,Targeted discounts,Carbon-offset badges",Courier empathy rating,None,5
37,Lucknow,<25k,6,3-5/wk,169,Other,High-protein,Shellfish,4,2,5,Express Fresh,28,3,3,Yes,3,Carbon-offset badges,Larger text/UI,Confusing UI,4
24,Jaipur,75-100k,6,3-5/wk,246,Convenience,None,"Soy,Gluten",3,5,4,Eco-Saver,0,3,3,Yes,4,"Targeted discounts,Surprise free items",None,"Sustainability concerns,Cold food",2
40,Mumbai,25-50k,4,1-3/mo,198,Time constraints,Calorie-controlled,None,3,4,5,Express Fresh,39,4,4,Yes,3,"Carbon-offset badges,Streak cashback,Targeted discounts","Courier empathy rating,Larger text/UI","Late deliveries,Sustainability concerns,High fees",4
45,Chennai,<25k,1,1-2/wk,91,Health meals,Vegetarian,"Gluten,Peanuts",1,2,2,Eco-Saver,0,3,3,Yes,4,"Streak cashback,Surprise free items,Carbon-offset badges",None,"Confusing UI,Sustainability concerns",3
18,Ahmedabad,<25k,4,1-2/wk,114,Other,Other,None,3,5,4,Depends,0,4,5,Yes,2,"Targeted discounts,Streak cashback","Larger text/UI,Courier empathy rating",High fees,4
31,Kolkata,50-75k,3,>5/wk,110,Convenience,Gluten-free,None,3,4,3,Eco-Saver,0,3,2,Yes,3,Carbon-offset badges,Larger text/UI,"Confusing UI,Sustainability concerns,Late deliveries",3
32,Ahmedabad,50-75k,1,1-2/wk,181,Health meals,Calorie-controlled,Peanuts,4,4,5,Eco-Saver,0,2,4,Yes,3,"Streak cashback,Surprise free items","Courier empathy rating,Larger text/UI","Cold food,Late deliveries",4
25,Bengaluru,50-75k,3,1-2/wk,229,Convenience,Vegetarian,"Soy,Gluten",5,2,4,Eco-Saver,0,4,3,Yes,2,"Streak cashback,Carbon-offset badges,Surprise free items",Voice-first ordering,Confusing UI,4
69,Chennai,25-50k,1,3-5/wk,141,Other,None,"Dairy,Soy",4,5,4,Express Fresh,55,2,3,Yes,4,"Carbon-offset badges,Targeted discounts","Voice-first ordering,Larger text/UI",Limited healthy options,4
35,Lucknow,75-100k,4,1-2/wk,178,Variety,Gluten-free,None,2,3,4,Express Fresh,86,5,5,Yes,3,"Carbon-offset badges,Targeted discounts",Courier empathy rating,"Limited healthy options,High fees,Late deliveries",3
21,Pune,75-100k,3,1-3/mo,325,Convenience,None,None,3,5,5,Depends,0,4,1,No,5,"Carbon-offset badges,Surprise free items,Targeted discounts",Voice-first ordering,"Limited healthy options,Sustainability concerns",4
39,Hyderabad,>100k,3,3-5/wk,154,Health meals,Vegetarian,None,3,4,4,Express Fresh,85,5,5,Yes,3,"Targeted discounts,Surprise free items,Carbon-offset badges",None,Late deliveries,4
18,Delhi,75-100k,4,3-5/wk,260,Other,Vegan,None,5,4,3,Eco-Saver,0,3,5,Yes,4,"Surprise free items,Carbon-offset badges",None,"Confusing UI,Cold food,Limited healthy options",5
27,Ahmedabad,75-100k,3,1-3/mo,124,Health meals,Other,None,4,5,4,Eco-Saver,0,2,2,No,3,"Surprise free items,Streak cashback,Targeted discounts","Larger text/UI,Courier empathy rating",High fees,3
31,Bengaluru,<25k,2,1-3/mo,97,Convenience,Calorie-controlled,Shellfish,5,3,3,Express Fresh,30,5,2,Yes,4,"Carbon-offset badges,Surprise free items","Color-blind palette,Courier empathy rating","Limited healthy options,Late deliveries,Confusing UI",4
